id;guideword;hazard;detailed_scenario;hazardous_event;severity;severity_rationale
418;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a rural road with a cyclist in the opposite direction""";"""CAEM produces a lateral motion request causing the vehicle to veer into the cyclist's path""";S2;High risk of severe and life-threatening injuries to the cyclist, who is an unprotected road user.
419;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Navigating an exit ramp with a truck ahead""";"""CAEM produces a lateral motion request causing the vehicle to collide with the truck""";S2;The event could cause severe injuries due to the size and speed of the truck.
420;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving through a school zone with children crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the crosswalk""";S3;High potential for life-threatening injuries to children, who are unprotected road users.
421;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Driving on a straight highway with clear lane markings and no obstacles;CAEM produces a lateral motion request causing the vehicle to change lanes unnecessarily;S0; The severity of the hazardous event is S0 because the CAEM-induced lane change occurs without any nearby hazardous collision objects, implying no collision or injuries.
422;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Approaching a pedestrian crossing with no pedestrians in sight;CAEM produces a lateral motion request causing the vehicle to swerve into an empty adjacent lane;S0; The severity is S0 as the lateral motion request causes the vehicle to swerve into an adjacent lane without pedestrians or other vehicles, leading to no injuries or collisions.
423;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Navigating a wide curve on a rural road with clear visibility and no traffic;CAEM produces a lateral motion request causing the vehicle to move slightly to the shoulder;S0; The severity is S0 because the vehicle's slight movement towards the shoulder occurs without any hazardous collision objects present, resulting in no injuries or collisions.
424;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Driving through a tunnel with multiple lanes and no traffic;CAEM produces a lateral motion request causing the vehicle to change lanes unnecessarily;S0; The severity is S0 as the lane change happens in an empty tunnel without other vehicles or obstacles, resulting in no injuries or collisions.
425;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Approaching a deserted roundabout on a quiet road;CAEM produces a lateral motion request causing the vehicle to deviate slightly within its lane;S0; The severity is S0 because the deviation within the lane does not result in a collision or injury, as there are no other vehicles or obstacles present.
426;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Driving on a straight road with clear visibility and no traffic;CAEM produces a lateral motion request causing the vehicle to move slightly to the left;S0; The severity is S0 since the slight movement to the left occurs without any nearby hazards, resulting in no collisions or injuries.
427;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Navigating a wide urban street with parked cars and no moving traffic;CAEM produces a lateral motion request causing the vehicle to swerve slightly within its lane;S0; The severity is S0 because the vehicle's slight swerve within its lane does not result in a collision with parked cars or any other injuries.
428;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Driving on a rural road with clear visibility and no other vehicles;CAEM produces a lateral motion request causing the vehicle to move slightly towards the shoulder;S0; The severity is S0 as the vehicle's slight movement towards the shoulder occurs without any hazards, resulting in no collisions or injuries.
